feedback_id,employee_id,department,feedback_date,feedback_text,rating,sentiment
FB8045,EMP8045,Operations,2024-02-23,The new training program was very helpful.,4,Positive
FB8046,EMP8046,Sales,2025-02-07,Amazing opportunities for growth and learning.,5,Positive
FB8047,EMP8047,HR,2025-12-24,The tools we use are outdated and slow.,2,Negative
FB8048,EMP8048,Marketing,2024-03-08,Lack of career progression and training.,2,Negative
FB8049,EMP8049,Marketing,2025-10-20,Amazing opportunities for growth and learning.,5,Positive
FB8050,EMP8050,HR,2025-10-02,"Poor work-life balance, too much overtime required.",1,Negative
FB8051,EMP8051,Finance,2024-10-20,"I really enjoy working here, the team is great.",4,Positive
FB8052,EMP8052,IT,2024-02-17,Lack of career progression and training.,1,Negative
FB8053,EMP8053,Marketing,2025-11-04,The office environment is adequate.,3,Neutral
FB8054,EMP8054,Marketing,2024-08-05,Great work-life balance and excellent benefits.,5,Positive
FB8055,EMP8055,Finance,2024-12-01,Great work-life balance and excellent benefits.,5,Positive
FB8056,EMP8056,HR,2024-03-24,Collaborative environment and friendly colleagues.,5,Positive
FB8057,EMP8057,Engineering,2025-08-24,The office environment is adequate.,3,Neutral
FB8058,EMP8058,Operations,2025-11-30,"Management is alright, some good days and bad days.",3,Neutral
FB8059,EMP8059,Marketing,2024-12-24,I don't feel valued for the work I do.,1,Negative
FB8060,EMP8060,Sales,2025-04-06,The management is very supportive and I feel valued.,5,Positive
FB8061,EMP8061,Engineering,2024-08-15,Collaborative environment and friendly colleagues.,5,Positive
FB8062,EMP8062,Engineering,2024-02-08,"The work is okay, typical corporate environment.",3,Neutral
FB8063,EMP8063,Marketing,2024-01-01,The management is very supportive and I feel valued.,5,Positive
FB8064,EMP8064,Marketing,2025-09-25,"Steady work, but not very exciting.",3,Neutral
FB8065,EMP8065,Engineering,2025-04-30,I don't feel valued for the work I do.,1,Negative
FB8066,EMP8066,Operations,2024-10-26,The compensation is below market average.,2,Negative
FB8067,EMP8067,Marketing,2025-02-25,I don't feel valued for the work I do.,1,Negative
FB8068,EMP8068,Finance,2025-01-07,The new training program was very helpful.,4,Positive
FB8069,EMP8069,Marketing,2024-05-15,"Poor work-life balance, too much overtime required.",1,Negative
FB8070,EMP8070,Engineering,2024-10-12,"The work is okay, typical corporate environment.",3,Neutral
FB8071,EMP8071,Sales,2025-06-16,"Management is alright, some good days and bad days.",3,Neutral
FB8072,EMP8072,Marketing,2024-08-25,The management is very supportive and I feel valued.,5,Positive
FB8073,EMP8073,Operations,2024-11-02,Collaborative environment and friendly colleagues.,4,Positive
FB8074,EMP8074,Operations,2025-07-08,Average workplace experience overall.,3,Neutral
FB8075,EMP8075,Operations,2024-07-15,"Just doing my daily tasks, things are normal.",3,Neutral
FB8076,EMP8076,Finance,2025-11-03,"Management is alright, some good days and bad days.",3,Neutral
FB8077,EMP8077,Marketing,2024-03-28,"Steady work, but not very exciting.",3,Neutral
FB8078,EMP8078,IT,2024-03-23,The workload is too heavy and I feel burned out.,1,Negative
FB8079,EMP8079,Sales,2024-11-12,The management is very supportive and I feel valued.,5,Positive
FB8080,EMP8080,HR,2025-01-14,"It's a standard job, nothing special to report.",3,Neutral
FB8081,EMP8081,Engineering,2024-01-18,I love the culture and the projects I am working on.,5,Positive
FB8082,EMP8082,Operations,2025-02-14,"The work is okay, typical corporate environment.",3,Neutral
FB8083,EMP8083,Engineering,2024-11-13,Collaborative environment and friendly colleagues.,4,Positive
FB8084,EMP8084,Marketing,2024-11-18,The management is very supportive and I feel valued.,5,Positive
FB8085,EMP8085,HR,2024-08-26,Lack of career progression and training.,2,Negative
FB8086,EMP8086,Marketing,2024-08-06,Average workplace experience overall.,3,Neutral
FB8087,EMP8087,Finance,2024-11-02,The office environment is adequate.,3,Neutral
FB8088,EMP8088,Engineering,2025-12-22,Great work-life balance and excellent benefits.,5,Positive
FB8089,EMP8089,Customer Support,2025-08-31,The new training program was very helpful.,5,Positive
FB8090,EMP8090,Sales,2024-12-01,"The benefits are fine, but could be better.",3,Neutral
FB8091,EMP8091,Finance,2025-02-21,I love the culture and the projects I am working on.,4,Positive
FB8092,EMP8092,Finance,2025-08-25,The tools we use are outdated and slow.,2,Negative
FB8093,EMP8093,Marketing,2024-06-04,Communication from leadership is very poor.,1,Negative
FB8094,EMP8094,Marketing,2024-10-09,The new training program was very helpful.,4,Positive
FB8095,EMP8095,IT,2024-01-14,I feel very appreciated by my manager.,5,Positive
FB8096,EMP8096,Marketing,2024-04-15,The management is very supportive and I feel valued.,5,Positive
FB8097,EMP8097,IT,2024-08-18,Communication from leadership is very poor.,2,Negative
FB8098,EMP8098,IT,2025-06-13,"It's a standard job, nothing special to report.",3,Neutral
FB8099,EMP8099,Customer Support,2025-12-08,The new training program was very helpful.,5,Positive
FB8100,EMP8100,Sales,2024-12-13,I feel very appreciated by my manager.,5,Positive
FB8101,EMP8101,Engineering,2025-09-06,"It's a standard job, nothing special to report.",3,Neutral
FB8102,EMP8102,Finance,2025-07-26,"Steady work, but not very exciting.",3,Neutral
FB8103,EMP8103,Operations,2025-03-19,I feel very appreciated by my manager.,5,Positive
FB8104,EMP8104,Marketing,2024-09-26,"I really enjoy working here, the team is great.",4,Positive
FB8105,EMP8105,Finance,2025-03-06,The tools we use are outdated and slow.,1,Negative
FB8106,EMP8106,Operations,2025-06-24,"Steady work, but not very exciting.",3,Neutral
FB8107,EMP8107,Engineering,2024-10-20,Amazing opportunities for growth and learning.,5,Positive
FB8108,EMP8108,Customer Support,2025-06-17,The workload is too heavy and I feel burned out.,2,Negative
FB8109,EMP8109,Finance,2024-01-14,The office environment is adequate.,3,Neutral
FB8110,EMP8110,Engineering,2025-12-19,The new training program was very helpful.,4,Positive
FB8111,EMP8111,Engineering,2025-06-03,I feel very appreciated by my manager.,4,Positive
FB8112,EMP8112,Marketing,2025-12-26,The management is very supportive and I feel valued.,4,Positive
FB8113,EMP8113,Engineering,2025-01-02,I love the culture and the projects I am working on.,5,Positive
FB8114,EMP8114,Engineering,2025-11-11,The tools we use are outdated and slow.,1,Negative
FB8115,EMP8115,Marketing,2024-05-20,Great work-life balance and excellent benefits.,4,Positive
FB8116,EMP8116,Operations,2024-06-06,Lack of career progression and training.,2,Negative
FB8117,EMP8117,Engineering,2025-07-10,The management is very supportive and I feel valued.,4,Positive
FB8118,EMP8118,IT,2024-06-18,The office environment is adequate.,3,Neutral
FB8119,EMP8119,Marketing,2024-11-04,I feel very appreciated by my manager.,5,Positive
FB8120,EMP8120,IT,2025-06-10,Management doesn't listen to our concerns.,1,Negative
FB8121,EMP8121,IT,2025-05-07,The management is very supportive and I feel valued.,4,Positive
FB8122,EMP8122,Operations,2024-10-27,The tools we use are outdated and slow.,2,Negative
FB8123,EMP8123,Finance,2025-10-13,"Management is alright, some good days and bad days.",3,Neutral
FB8124,EMP8124,Operations,2024-07-13,I feel very appreciated by my manager.,5,Positive
FB8125,EMP8125,Marketing,2024-05-25,"Management is alright, some good days and bad days.",3,Neutral
FB8126,EMP8126,Marketing,2024-08-17,Collaborative environment and friendly colleagues.,5,Positive
FB8127,EMP8127,Finance,2025-02-26,"Just doing my daily tasks, things are normal.",3,Neutral
FB8128,EMP8128,Operations,2024-06-18,Management doesn't listen to our concerns.,2,Negative
FB8129,EMP8129,Finance,2025-10-29,"Just doing my daily tasks, things are normal.",3,Neutral
FB8130,EMP8130,Marketing,2025-09-30,"I really enjoy working here, the team is great.",5,Positive
FB8131,EMP8131,Customer Support,2025-06-03,"The benefits are fine, but could be better.",3,Neutral
FB8132,EMP8132,IT,2025-10-21,Average workplace experience overall.,3,Neutral
FB8133,EMP8133,Finance,2024-06-18,The workload is too heavy and I feel burned out.,2,Negative
FB8134,EMP8134,Finance,2024-11-16,I love the culture and the projects I am working on.,5,Positive
FB8135,EMP8135,Engineering,2025-09-02,"Poor work-life balance, too much overtime required.",1,Negative
FB8136,EMP8136,HR,2025-09-30,The new training program was very helpful.,4,Positive
FB8137,EMP8137,Engineering,2024-12-04,"Steady work, but not very exciting.",3,Neutral
FB8138,EMP8138,Marketing,2025-10-22,Lack of career progression and training.,1,Negative
FB8139,EMP8139,Customer Support,2024-12-02,"Just doing my daily tasks, things are normal.",3,Neutral
FB8140,EMP8140,Customer Support,2024-03-27,"The work is okay, typical corporate environment.",3,Neutral
FB8141,EMP8141,Customer Support,2024-04-08,The management is very supportive and I feel valued.,4,Positive
FB8142,EMP8142,HR,2024-10-09,Average workplace experience overall.,3,Neutral
FB8143,EMP8143,Customer Support,2025-12-25,Amazing opportunities for growth and learning.,5,Positive
FB8144,EMP8144,Marketing,2024-02-02,"I really enjoy working here, the team is great.",4,Positive
FB8145,EMP8145,HR,2025-01-20,Collaborative environment and friendly colleagues.,5,Positive
FB8146,EMP8146,Finance,2025-06-18,"Just doing my daily tasks, things are normal.",3,Neutral
FB8147,EMP8147,Finance,2024-10-06,"It's a standard job, nothing special to report.",3,Neutral
FB8148,EMP8148,Sales,2024-02-23,"It's a standard job, nothing special to report.",3,Neutral
FB8149,EMP8149,Operations,2024-01-15,The tools we use are outdated and slow.,1,Negative
FB8150,EMP8150,IT,2025-11-26,Average workplace experience overall.,3,Neutral
FB8151,EMP8151,Finance,2024-01-05,"I really enjoy working here, the team is great.",5,Positive
FB8152,EMP8152,Sales,2025-02-03,The office environment is adequate.,3,Neutral
FB8153,EMP8153,IT,2025-04-30,The compensation is below market average.,2,Negative
FB8154,EMP8154,Operations,2025-09-03,The workload is too heavy and I feel burned out.,2,Negative
FB8155,EMP8155,Finance,2024-10-18,Great work-life balance and excellent benefits.,4,Positive
FB8156,EMP8156,IT,2025-04-23,"Just doing my daily tasks, things are normal.",3,Neutral
FB8157,EMP8157,Operations,2025-12-15,"I really enjoy working here, the team is great.",5,Positive
FB8158,EMP8158,Customer Support,2024-04-07,I love the culture and the projects I am working on.,5,Positive
FB8159,EMP8159,Engineering,2025-08-09,I feel very appreciated by my manager.,5,Positive
FB8160,EMP8160,Engineering,2025-09-16,I love the culture and the projects I am working on.,5,Positive
FB8161,EMP8161,Engineering,2024-03-13,Collaborative environment and friendly colleagues.,5,Positive
FB8162,EMP8162,Engineering,2024-06-03,Communication from leadership is very poor.,2,Negative
FB8163,EMP8163,HR,2024-02-05,Amazing opportunities for growth and learning.,4,Positive
FB8164,EMP8164,HR,2025-11-10,Lack of career progression and training.,1,Negative
FB8165,EMP8165,HR,2024-04-20,The workload is too heavy and I feel burned out.,2,Negative
FB8166,EMP8166,Finance,2024-03-09,"The work is okay, typical corporate environment.",3,Neutral
FB8167,EMP8167,Marketing,2024-04-20,"I really enjoy working here, the team is great.",4,Positive
FB8168,EMP8168,Finance,2025-03-21,Great work-life balance and excellent benefits.,5,Positive
FB8169,EMP8169,HR,2025-12-03,I love the culture and the projects I am working on.,4,Positive
FB8170,EMP8170,Finance,2024-05-29,"Just doing my daily tasks, things are normal.",3,Neutral
FB8171,EMP8171,HR,2025-06-18,Great work-life balance and excellent benefits.,5,Positive
FB8172,EMP8172,Sales,2024-07-10,"The benefits are fine, but could be better.",3,Neutral
FB8173,EMP8173,Engineering,2025-12-08,I don't feel valued for the work I do.,2,Negative
FB8174,EMP8174,HR,2024-02-18,I feel very appreciated by my manager.,4,Positive
FB8175,EMP8175,Engineering,2024-12-22,The new training program was very helpful.,4,Positive
FB8176,EMP8176,Engineering,2025-01-15,I love the culture and the projects I am working on.,5,Positive
FB8177,EMP8177,Operations,2025-02-04,The tools we use are outdated and slow.,1,Negative
FB8178,EMP8178,HR,2024-10-14,The management is very supportive and I feel valued.,4,Positive
FB8179,EMP8179,Sales,2024-04-28,"I really enjoy working here, the team is great.",4,Positive
FB8180,EMP8180,IT,2025-08-31,The workload is too heavy and I feel burned out.,2,Negative
FB8181,EMP8181,Customer Support,2025-12-25,Communication from leadership is very poor.,2,Negative
FB8182,EMP8182,Sales,2025-08-20,"The benefits are fine, but could be better.",3,Neutral
FB8183,EMP8183,Marketing,2025-11-02,Management doesn't listen to our concerns.,2,Negative
FB8184,EMP8184,Marketing,2024-01-06,The compensation is below market average.,1,Negative
FB8185,EMP8185,Operations,2025-10-29,The management is very supportive and I feel valued.,4,Positive
FB8186,EMP8186,IT,2025-12-20,"Poor work-life balance, too much overtime required.",1,Negative
FB8187,EMP8187,Operations,2024-08-25,Collaborative environment and friendly colleagues.,5,Positive
FB8188,EMP8188,Finance,2025-08-18,The workload is too heavy and I feel burned out.,1,Negative
FB8189,EMP8189,Marketing,2025-11-02,"Steady work, but not very exciting.",3,Neutral
FB8190,EMP8190,Customer Support,2025-11-23,The tools we use are outdated and slow.,2,Negative
FB8191,EMP8191,HR,2025-11-24,"Steady work, but not very exciting.",3,Neutral
FB8192,EMP8192,Finance,2025-04-11,I love the culture and the projects I am working on.,5,Positive
FB8193,EMP8193,Finance,2024-01-10,Lack of career progression and training.,2,Negative
FB8194,EMP8194,Finance,2025-09-20,Great work-life balance and excellent benefits.,4,Positive
FB8195,EMP8195,Customer Support,2025-05-05,I love the culture and the projects I am working on.,4,Positive
FB8196,EMP8196,Sales,2024-02-08,The tools we use are outdated and slow.,2,Negative
FB8197,EMP8197,Sales,2024-11-02,Amazing opportunities for growth and learning.,5,Positive
FB8198,EMP8198,Marketing,2025-09-18,"I really enjoy working here, the team is great.",4,Positive
FB8199,EMP8199,HR,2024-05-24,I love the culture and the projects I am working on.,5,Positive
FB8200,EMP8200,Operations,2024-06-26,"The work is okay, typical corporate environment.",3,Neutral
FB8201,EMP8201,Marketing,2024-04-06,Great work-life balance and excellent benefits.,5,Positive
FB8202,EMP8202,Operations,2024-01-15,"The work is okay, typical corporate environment.",3,Neutral
FB8203,EMP8203,Sales,2024-12-02,"Just doing my daily tasks, things are normal.",3,Neutral
FB8204,EMP8204,Marketing,2025-02-26,Collaborative environment and friendly colleagues.,5,Positive
FB8205,EMP8205,Customer Support,2024-03-09,The compensation is below market average.,2,Negative
FB8206,EMP8206,IT,2025-11-03,"Just doing my daily tasks, things are normal.",3,Neutral
FB8207,EMP8207,Marketing,2024-06-13,Management doesn't listen to our concerns.,1,Negative
FB8208,EMP8208,IT,2024-04-12,Great work-life balance and excellent benefits.,5,Positive
FB8209,EMP8209,HR,2025-09-02,The office environment is adequate.,3,Neutral
FB8210,EMP8210,Marketing,2025-11-17,"Poor work-life balance, too much overtime required.",2,Negative
FB8211,EMP8211,Finance,2025-10-12,Communication from leadership is very poor.,2,Negative
FB8212,EMP8212,Engineering,2025-07-30,I don't feel valued for the work I do.,1,Negative
FB8213,EMP8213,Finance,2025-08-15,The new training program was very helpful.,4,Positive
